Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueDescriptions,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,ReturnRatio,TotalTransactions,UniqueInvoices,AvgLinesPerInvoice,Age,SupportTicketsCount,SatisfactionScore,AgeCategory,SpendingCategory,FavoriteSeason,PreferredTimeOfDay,Region,LoyaltyLevel,WeekendPreference,BasketSizeCategory,ProductDiversity,Country,Churn,RegYear,RegMonth,GeoIP,CountryMismatch,MonetaryPerDay,AvgBasketValue,TenureRatio,CancelRate,ProductsPerTrans
3,531.3499999999999,4.319918699186991,4.885485276487754,0.24,29.75,249,2.024390243902439,1,12,114,2,15,8,0.0,0.6229508196721312,108,36.0,1,0,0,0.0,123,3,41.0,54.0,1.0,1.0,45-54,High,Été,Après-midi,UK,Jeune,Inconnu,Petit,Explorateur,United Kingdom,0,2011,7,,,6.900649350649349,132.83749999999998,0.4805194805194805,0.0,0.8709677419354839
1,312.14,4.8771875,4.8774842164527845,0.85,23.8,133,2.078125,1,12,114,2,17,8,0.0,0.0,62,62.0,1,0,0,0.0,64,1,64.0,69.0,1.0,5.0,65+,Medium,Été,Après-midi,UK,Nouveau,Inconnu,Petit,Explorateur,United Kingdom,1,2011,4,United States,1.0,312.14,156.07,114.0,0.0,0.9538461538461539
1,4873.81,28.501812865497072,25.909800727775,2.88,135.0,3028,17.707602339181285,1,100,114,3,8,8,0.0,0.0,170,171.0,1,0,0,0.0,171,1,171.0,,0.0,5.0,Inconnu,VIP,Été,Matin,Moyen-Orient,Nouveau,Inconnu,Grand,Explorateur,Israel,1,2011,5,Finland,1.0,4873.81,2436.905,114.0,0.0,0.9941860465116279
1,453.0100000000001,17.42346153846154,6.143852174203213,8.5,36.0,233,8.961538461538462,2,24,114,3,11,8,0.0,0.0,26,26.0,1,0,0,0.0,26,1,26.0,,2.0,2.0,Inconnu,Medium,Été,Matin,Europe continentale,Nouveau,Inconnu,Moyen,Explorateur,France,1,2010,12,Romania,1.0,453.0100000000001,226.50500000000005,114.0,0.0,0.9629629629629629
2,266.39,16.649375,7.712389572413123,7.439999999999999,35.400000000000006,129,8.0625,2,12,113,3,13,8,0.0,7.066666666666666,15,7.5,1,0,0,0.0,16,2,8.0,64.0,2.0,3.0,55-64,Medium,Été,Midi,UK,Jeune,Inconnu,Moyen,Modéré,United Kingdom,0,2011,9,Ecuador,1.0,2.489626168224299,88.79666666666667,0.06542056074766354,0.0,0.8823529411764706
1,138.98,8.68625,6.223321594347079,2.52,24.9,153,9.5625,2,36,113,3,14,8,0.0,0.0,16,16.0,1,0,0,0.0,16,1,16.0,66.0,0.0,5.0,65+,Medium,Été,Après-midi,UK,Nouveau,Inconnu,Moyen,Modéré,United Kingdom,1,2011,11,,,138.98,69.49,113.0,0.0,0.9411764705882353
4,337.49,12.980384615384615,13.850368509399086,-39.95,39.95,237,9.115384615384617,-1,24,113,3,14,8,0.0,4.12,24,6.0,1,1,0,0.0384615384615384,26,4,6.5,,0.0,4.0,Inconnu,Medium,Été,Après-midi,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,6,United States,1.0,3.2141904761904763,67.498,0.08571428571428572,0.037037037037037035,0.8888888888888888
1,371.5600000000001,4.888947368421055,3.1386606820733243,0.6,16.6,251,3.3026315789473686,1,9,113,3,15,8,0.0,0.0,76,76.0,1,0,0,0.0,76,1,76.0,55.0,0.0,2.0,55-64,Medium,Été,Après-midi,UK,Nouveau,Inconnu,Petit,Explorateur,United Kingdom,1,2011,6,China,1.0,371.5600000000001,185.78000000000006,113.0,0.0,0.987012987012987
4,862.8100000000002,16.592500000000005,5.7386538952451005,4.68,36.0,443,8.51923076923077,1,36,113,3,12,8,0.1346153846153846,2.176470588235294,33,8.25,1,0,0,0.0,52,4,13.0,35.0,3.0,2.0,35-44,High,Été,Midi,Europe continentale,Jeune,Semaine,Moyen,Explorateur,France,0,2010,7,United States,1.0,7.635486725663719,172.56200000000004,0.008849557522123894,0.0,0.6226415094339622
1,313.61999999999995,52.26999999999999,64.66169035835671,10.5,162.72,164,27.33333333333333,6,48,113,3,17,8,0.0,0.0,6,6.0,1,0,0,0.0,6,1,6.0,62.0,5.0,1.0,55-64,Medium,Été,Après-midi,UK,Nouveau,Inconnu,Grand,Modéré,United Kingdom,1,2011,8,United States,1.0,313.61999999999995,156.80999999999997,113.0,0.0,0.8571428571428571
2,64.65,32.325,55.26039494972869,-6.75,71.4,11,5.5,-1,12,113,2,8,8,0.0,12.0,1,0.5,1,1,0,0.5,2,2,1.0,52.0,2.0,4.0,45-54,Low,Été,Matin,UK,Nouveau,Inconnu,Moyen,Spécialisé,United Kingdom,1,2011,8,China,1.0,4.973076923076923,21.55,7.6923076923076925,0.3333333333333333,0.3333333333333333
2,586.7900000000001,16.299722222222226,12.17523023803683,-25.5,54.0,456,12.666666666666666,-6,25,113,4,10,8,0.0,0.8,35,17.5,1,1,0,0.0277777777777777,36,2,18.0,,4.0,2.0,Inconnu,High,Été,Matin,Europe continentale,Nouveau,Inconnu,Moyen,Explorateur,France,0,2011,7,The Netherlands,1.0,20.234137931034486,195.5966666666667,2.9310344827586206,0.02702702702702703,0.9459459459459459
1,288.17999999999995,20.58428571428571,18.003661471312615,5.04,68.0,122,8.714285714285714,2,24,113,4,10,8,0.0,0.0,14,14.0,1,0,0,0.0,14,1,14.0,41.0,2.0,3.0,35-44,Medium,Été,Matin,UK,Nouveau,Inconnu,Moyen,Modéré,United Kingdom,1,2011,4,Taiwan,1.0,288.17999999999995,144.08999999999997,113.0,0.0,0.9333333333333333
1,668.58,19.664117647058823,16.134033503022387,5.04,68.0,407,11.970588235294118,2,48,113,4,11,8,0.0,0.0,34,34.0,1,0,0,0.0,34,1,34.0,59.0,1.0,4.0,55-64,High,Été,Matin,Europe continentale,Nouveau,Inconnu,Moyen,Explorateur,Switzerland,1,2011,5,United States,1.0,668.58,334.29,113.0,0.0,0.9714285714285714
2,128.5,16.0625,4.369680439443729,12.6,25.200000000000003,59,7.375,1,12,112,4,13,8,0.0,2.7142857142857144,8,4.0,1,0,0,0.0,8,2,4.0,47.0,1.0,3.0,45-54,Medium,Été,Midi,UK,Nouveau,Inconnu,Moyen,Modéré,United Kingdom,1,2011,5,United Kingdom,0.0,6.425,42.833333333333336,4.65,0.0,0.8888888888888888
3,917.07,36.6828,37.46162709137623,1.95,102.0,315,12.6,1,48,112,6,14,9,0.52,3.4166666666666665,21,7.0,1,0,0,0.0,25,3,8.333333333333334,31.0,2.0,1.0,25-34,High,Automne,Après-midi,UK,Jeune,Weekend,Moyen,Explorateur,United Kingdom,0,2011,7,Japan,1.0,11.049036144578315,229.2675,0.3493975903614458,0.0,0.8076923076923077
2,503.7600000000001,16.250322580645165,7.491363687104847,5.04,42.5,405,13.064516129032258,4,50,112,4,14,8,0.0,2.966666666666667,31,15.5,1,0,0,0.0,31,2,15.5,23.0,1.0,1.0,18-24,High,Été,Après-midi,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,6,United States,1.0,5.597333333333334,167.92000000000004,0.25555555555555554,0.0,0.96875
1,139.26,15.473333333333333,4.28952503198198,10.4,24.96,82,9.11111111111111,1,16,112,4,15,8,0.0,0.0,9,9.0,1,0,0,0.0,9,1,9.0,20.0,1.0,5.0,18-24,Medium,Été,Après-midi,UK,Nouveau,Inconnu,Moyen,Modéré,United Kingdom,1,2011,6,Ireland,1.0,139.26,69.63,112.0,0.0,0.9
4,1313.1,15.448235294117648,8.910810071730504,5.04,64.8,1506,17.71764705882353,1,180,112,4,15,8,0.2588235294117647,1.2261904761904765,70,17.5,1,0,0,0.0,85,4,21.25,33.0,2.0,3.0,25-34,High,Été,Après-midi,Europe continentale,Jeune,Semaine,Grand,Explorateur,Belgium,0,2011,3,South Korea,1.0,12.505714285714285,262.62,0.0761904761904762,0.0,0.813953488372093
1,135.95,27.19,21.266182073893752,9.95,61.2,73,14.6,1,24,112,4,15,8,0.0,0.0,5,5.0,1,0,0,0.0,5,1,5.0,24.0,3.0,3.0,18-24,Medium,Été,Après-midi,UK,Nouveau,Inconnu,Moyen,Modéré,United Kingdom,1,2011,3,Malta,1.0,135.95,67.975,112.0,0.0,0.8333333333333334
4,242.21,5.907560975609757,17.371738942962477,-5.95,112.5,145,3.5365853658536586,-1,90,112,1,12,11,0.048780487804878,2.35,39,9.75,1,2,0,0.048780487804878,41,4,10.25,69.0,2.0,1.0,65+,Medium,Automne,Midi,UK,Jeune,Semaine,Petit,Explorateur,United Kingdom,0,2011,8,China,1.0,2.549578947368421,48.442,0.18947368421052632,0.047619047619047616,0.9285714285714286
1,1432.0,358.0,0.0,358.0,358.0,800,200.0,200,200,111,6,11,8,1.0,0.0,4,4.0,1,0,0,0.0,4,1,4.0,31.0,2.0,3.0,25-34,High,Été,Matin,UK,Nouveau,Weekend,Grand,Spécialisé,Channel Islands,1,2011,6,Australia,1.0,1432.0,716.0,111.0,0.0,0.8
4,1542.14,6.5069198312236285,5.340483319188329,0.19,29.95,923,3.8945147679324896,1,36,111,6,12,8,0.8438818565400844,0.4533898305084746,193,48.25,1,0,0,0.0,237,4,59.25,,1.0,4.0,Inconnu,High,Été,Midi,UK,Jeune,Weekend,Petit,Explorateur,United Kingdom,0,2011,9,United Kingdom,0.0,14.148073394495414,308.428,0.01834862385321101,0.0,0.8109243697478992
5,2056.89,16.58782258064516,8.975297314683543,5.04,54.0,1318,10.629032258064516,2,25,110,4,10,9,0.1451612903225806,0.8780487804878049,84,16.8,1,0,0,0.0,124,5,24.8,,2.0,5.0,Inconnu,VIP,Automne,Matin,Europe continentale,Jeune,Semaine,Moyen,Explorateur,Germany,0,2011,11,United Kingdom,1.0,18.698999999999998,342.815,0.00909090909090909,0.0,0.672
3,620.04,2.707598253275109,2.742899908503245,0.19,15.3,348,1.519650655021834,1,9,110,0,15,10,0.2183406113537118,0.2149122807017544,177,59.0,1,0,0,0.0,229,3,76.33333333333333,38.0,0.0,5.0,35-44,High,Automne,Après-midi,UK,Jeune,Semaine,Petit,Explorateur,United Kingdom,0,2011,7,United States,1.0,12.157647058823528,155.01,1.1764705882352942,0.0,0.7695652173913043
2,539.02,9.625357142857142,8.25859771594223,-9.95,39.8,250,4.464285714285714,-1,25,110,6,15,8,0.9821428571428572,0.0363636363636363,49,24.5,1,1,0,0.0178571428571428,56,2,28.0,,2.0,4.0,Inconnu,High,Été,Après-midi,UK,Nouveau,Weekend,Petit,Explorateur,United Kingdom,1,2011,9,Japan,1.0,179.67333333333332,179.67333333333332,35.666666666666664,0.017543859649122806,0.8596491228070176
1,52.0,52.0,0.0,52.0,52.0,25,25.0,25,25,110,6,16,8,1.0,,1,1.0,1,0,0,0.0,1,1,1.0,19.0,6.0,2.0,18-24,Low,Été,Après-midi,UK,Nouveau,Weekend,Grand,Spécialisé,United Kingdom,1,2011,7,,,52.0,26.0,110.0,0.0,0.5
4,1042.1899999999998,15.104202898550724,7.978633305824688,-9.95,39.6,562,8.144927536231885,-4,24,110,0,15,10,0.0,0.9117647058823528,61,15.25,1,5,0,0.072463768115942,69,4,17.25,44.0,0.0,3.0,35-44,High,Automne,Après-midi,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,11,United States,1.0,16.284218749999997,208.43799999999996,0.71875,0.07142857142857142,0.8714285714285714
5,1821.52,15.839304347826088,8.76986444130356,-25.200000000000003,54.08,1267,11.017391304347829,-12,48,110,1,15,11,0.0,0.9210526315789472,74,14.8,1,4,0,0.0347826086956521,115,5,23.0,19.0,1.0,2.0,18-24,High,Automne,Après-midi,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,7,United States,1.0,17.02355140186916,303.58666666666664,0.028037383177570093,0.034482758620689655,0.6379310344827587
2,285.89,16.81705882352941,4.374448200496096,10.08,25.200000000000003,175,10.294117647058824,2,24,110,0,12,8,0.0,4.625,15,7.5,1,0,0,0.0,17,2,8.5,,2.0,2.0,Inconnu,Medium,Été,Midi,UK,Jeune,Inconnu,Moyen,Modéré,United Kingdom,0,2011,4,United States,1.0,3.8118666666666665,95.29666666666667,0.4666666666666667,0.0,0.8333333333333334
2,167.61,10.475625,8.549232299842288,1.25,37.44,92,5.75,1,25,109,0,12,8,0.0,0.0,16,8.0,1,0,0,0.0,16,2,8.0,,2.0,3.0,Inconnu,Medium,Été,Midi,UK,Nouveau,Inconnu,Moyen,Modéré,United Kingdom,1,2011,5,,,167.61,55.870000000000005,109.0,0.0,0.9411764705882353
3,1770.5600000000002,12.646857142857144,10.000859465635315,0.85,83.2,819,5.85,1,25,109,0,12,11,0.0,0.539568345323741,125,41.66666666666666,1,0,0,0.0,140,3,46.66666666666666,31.0,1.0,1.0,25-34,High,Automne,Midi,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,10,Taiwan,1.0,22.994285714285716,442.64000000000004,0.42857142857142855,0.0,0.8865248226950354
4,1446.09,8.310862068965518,6.503015383584061,0.42,34.65,759,4.362068965517241,1,48,109,1,14,8,0.3103448275862069,0.5260115606936416,142,35.5,1,0,0,0.0,174,4,43.5,,6.0,3.0,Inconnu,High,Été,Après-midi,UK,Jeune,Semaine,Petit,Explorateur,United Kingdom,0,2011,6,United States,1.0,15.71836956521739,289.21799999999996,0.1956521739130435,0.0,0.8114285714285714
2,179.33999999999995,25.62,10.079821426989668,9.36,39.6,203,29.0,8,75,109,1,12,8,0.0,10.333333333333334,7,3.5,1,0,0,0.0,7,2,3.5,35.0,0.0,,35-44,Medium,Été,Midi,UK,Jeune,Inconnu,Grand,Modéré,United Kingdom,0,2011,7,Germany,1.0,2.846666666666666,59.77999999999998,0.7301587301587301,0.0,0.875
1,241.09,20.09083333333333,12.787029975958475,7.800000000000001,46.8,251,20.916666666666668,1,72,108,1,13,8,0.0,0.0,12,12.0,1,0,0,0.0,12,1,12.0,27.0,1.0,4.0,25-34,Medium,Été,Midi,UK,Nouveau,Inconnu,Grand,Modéré,United Kingdom,1,2011,9,Colombia,1.0,241.09,120.545,108.0,0.0,0.9230769230769231
3,1937.25,15.622983870967742,13.10290155788061,0.84,89.64000000000001,1711,13.798387096774194,1,48,108,1,11,12,0.0,0.8373983739837398,114,38.0,1,0,0,0.0,124,3,41.333333333333336,,1.0,1.0,Inconnu,High,Hiver,Matin,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,6,South Korea,1.0,18.45,484.3125,0.0380952380952381,0.0,0.912
3,1013.26,21.55872340425532,17.588552924759018,4.68,93.6,552,11.74468085106383,1,48,108,2,9,8,0.0,1.7826086956521738,39,13.0,1,0,0,0.0,47,3,15.666666666666666,19.0,3.0,2.0,18-24,High,Été,Matin,Europe continentale,Jeune,Inconnu,Moyen,Explorateur,Germany,0,2011,9,Denmark,1.0,12.207951807228916,253.315,0.30120481927710846,0.0,0.8125
2,439.43,14.17516129032258,5.541722879494992,4.5600000000000005,24.75,326,10.516129032258064,2,25,108,0,15,12,0.0,3.433333333333333,31,15.5,1,0,0,0.0,31,2,15.5,,1.0,2.0,Inconnu,Medium,Hiver,Après-midi,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,1,China,1.0,4.225288461538462,146.47666666666666,0.038461538461538464,0.0,0.96875
2,589.1499999999999,13.701162790697673,25.218080834922343,0.78,165.0,399,9.27906976744186,1,96,108,2,11,8,0.0,0.3809523809523809,37,18.5,1,0,0,0.0,43,2,21.5,78.0,4.0,2.0,65+,High,Été,Matin,UK,Nouveau,Inconnu,Moyen,Explorateur,United Kingdom,1,2011,5,,,34.65588235294117,196.3833333333333,5.352941176470588,0.0,0.8409090909090909
1,213.55,11.863888888888887,9.20747467383327,2.1,34.65,72,4.0,1,7,107,2,13,8,0.0,0.0,17,17.0,1,0,0,0.0,18,1,18.0,71.0,1.0,1.0,65+,Medium,Été,Midi,UK,Nouveau,Inconnu,Petit,Modéré,United Kingdom,1,2011,1,Norway,1.0,213.55,106.775,107.0,0.0,0.8947368421052632
1,549.07,3.5886928104575166,4.424078359686381,0.29,30.0,501,3.2745098039215685,1,48,107,2,14,8,0.0,0.0,124,124.0,1,0,0,0.0,153,1,153.0,50.0,,2.0,45-54,High,Été,Après-midi,UK,Nouveau,Inconnu,Petit,Explorateur,United Kingdom,1,2011,8,France,1.0,549.07,274.535,107.0,0.0,0.8051948051948052
3,727.2700000000001,18.64794871794872,9.992097187669224,-7.5,40.56,411,10.538461538461538,-2,48,107,3,8,8,0.0,2.131578947368421,34,11.333333333333334,1,3,0,0.0769230769230769,39,3,13.0,53.0,1.0,5.0,45-54,High,Été,Matin,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,5,Germany,1.0,8.762289156626506,181.81750000000002,0.30120481927710846,0.075,0.85
1,335.52,55.92,57.81872361095496,17.0,163.2,142,23.666666666666668,2,64,107,3,10,8,0.0,0.0,6,6.0,1,0,0,0.0,6,1,6.0,48.0,0.0,3.0,45-54,Medium,Été,Matin,UK,Nouveau,Inconnu,Grand,Modéré,United Kingdom,1,2010,12,United States,1.0,335.52,167.76,107.0,0.0,0.8571428571428571
1,156.50999999999996,13.042499999999997,4.250249457919553,5.04,17.4,89,7.416666666666667,2,16,107,3,10,8,0.0,0.0,12,12.0,1,0,0,0.0,12,1,12.0,,3.0,2.0,Inconnu,Medium,Été,Matin,UK,Nouveau,Inconnu,Moyen,Modéré,United Kingdom,1,2011,8,India,1.0,156.50999999999996,78.25499999999998,107.0,0.0,0.9230769230769231
1,120.0,15.0,14.136008731503487,4.5600000000000005,46.8,296,37.0,12,80,107,3,10,8,0.0,0.0,8,8.0,1,0,0,0.0,8,1,8.0,18.0,1.0,1.0,18-24,Medium,Été,Matin,UK,Nouveau,Inconnu,Grand,Modéré,United Kingdom,1,2011,6,Brazil,1.0,120.0,60.0,107.0,0.0,0.8888888888888888
1,17.0,17.0,0.0,17.0,17.0,20,20.0,20,20,107,3,11,8,0.0,,1,1.0,1,0,0,0.0,1,1,1.0,,3.0,2.0,Inconnu,Low,Été,Matin,UK,Nouveau,Inconnu,Grand,Spécialisé,United Kingdom,1,2011,4,United States,1.0,17.0,8.5,107.0,0.0,0.5
1,51.56,10.312,3.8029882986935415,6.64,15.0,52,10.4,8,16,107,3,11,8,0.0,0.0,5,5.0,1,0,0,0.0,5,1,5.0,33.0,2.0,,25-34,Low,Été,Matin,Amérique du Nord,Nouveau,Inconnu,Moyen,Modéré,Canada,1,2011,5,United States,1.0,51.56,25.78,107.0,0.0,0.8333333333333334
1,628.3799999999999,41.89199999999999,34.52452031320845,9.9,120.0,470,31.33333333333333,2,144,107,3,11,8,0.0,0.0,15,15.0,1,0,0,0.0,15,1,15.0,,3.0,3.0,Inconnu,High,Été,Matin,UK,Nouveau,Inconnu,Grand,Modéré,United Kingdom,1,2011,9,Singapore,1.0,628.3799999999999,314.18999999999994,107.0,0.0,0.9375
2,746.3599999999999,13.82148148148148,5.103282483208644,4.5600000000000005,30.0,689,12.75925925925926,2,25,106,3,13,8,0.0,1.3962264150943395,49,24.5,1,0,0,0.0,54,2,27.0,63.0,2.0,1.0,55-64,High,Été,Midi,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,10,Uganda,1.0,9.951466666666665,248.78666666666663,0.4266666666666667,0.0,0.8909090909090909
1,284.55,142.275,194.2068774528853,4.95,279.6,9,4.5,1,8,106,3,13,8,0.0,0.0,2,2.0,1,0,0,0.0,2,1,2.0,78.0,2.0,3.0,65+,Medium,Été,Midi,UK,Nouveau,Inconnu,Petit,Spécialisé,United Kingdom,1,2011,1,United States,1.0,284.55,142.275,106.0,0.0,0.6666666666666666
1,725.6400000000001,72.56400000000001,122.0638698204983,13.52,415.00000000000006,216,21.6,2,100,106,3,15,8,0.0,0.0,10,10.0,1,0,0,0.0,10,1,10.0,,0.0,2.0,Inconnu,High,Été,Après-midi,UK,Nouveau,Inconnu,Grand,Modéré,United Kingdom,1,2011,11,United States,1.0,725.6400000000001,362.82000000000005,106.0,0.0,0.9090909090909091
1,353.86,16.85047619047619,15.35663064483563,6.959999999999999,80.0,197,9.38095238095238,2,24,106,3,15,8,0.0,0.0,20,20.0,1,0,0,0.0,21,1,21.0,20.0,2.0,5.0,18-24,Medium,Été,Après-midi,Europe du Nord,Nouveau,Inconnu,Moyen,Explorateur,Sweden,1,2011,5,,,353.86,176.93,106.0,0.0,0.9090909090909091
1,138.14,15.348888888888888,3.208116442885312,11.9,23.4,106,11.77777777777778,2,36,106,3,15,8,0.0,0.0,9,9.0,1,0,0,0.0,9,1,9.0,52.0,4.0,2.0,45-54,Medium,Été,Après-midi,UK,Nouveau,Inconnu,Moyen,Modéré,United Kingdom,1,2010,11,Thailand,1.0,138.14,69.07,106.0,0.0,0.9
1,163.8,5.11875,4.087089626238116,0.38,15.0,111,3.46875,1,12,106,3,18,8,0.0,0.0,29,29.0,1,0,0,0.0,32,1,32.0,,2.0,3.0,Inconnu,Medium,Été,Soir,UK,Nouveau,Inconnu,Petit,Explorateur,United Kingdom,1,2011,10,United States,1.0,163.8,81.9,106.0,0.0,0.8787878787878788
6,1355.51,31.523488372093023,21.024245401069344,-8.5,65.69999999999999,359,8.348837209302326,-12,12,106,4,15,11,0.0,2.380952380952381,25,4.166666666666667,1,6,0,0.1395348837209302,43,6,7.166666666666667,23.0,1.0,4.0,18-24,High,Automne,Après-midi,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,6,France,1.0,13.289313725490196,193.6442857142857,0.0392156862745098,0.13636363636363635,0.5681818181818182
5,2597.5200000000004,17.550810810810813,8.812556866300897,-25.0,37.5,2060,13.91891891891892,-6,96,106,2,11,8,0.0,0.6462585034013606,144,28.8,1,2,0,0.0135135135135135,148,5,29.6,,3.0,4.0,Inconnu,VIP,Été,Matin,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,6,United States,1.0,26.778556701030933,432.9200000000001,0.09278350515463918,0.013422818791946308,0.9664429530201343
10,1648.95,15.410747663551405,10.278169455708246,-29.700000000000003,45.0,1178,11.009345794392525,-12,48,106,4,11,10,0.0,0.9528301886792452,84,8.3,1,7,0,0.0654205607476635,107,10,10.7,,,,Inconnu,High,Automne,Matin,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,7,Japan,1.0,15.704285714285716,149.90454545454546,0.009523809523809525,0.06481481481481481,0.7685185185185185
1,231.1,19.258333333333336,5.126717598359923,9.96,30.24,256,21.33333333333333,2,48,106,4,12,8,0.0,0.0,12,12.0,1,0,0,0.0,12,1,12.0,70.0,2.0,2.0,65+,Medium,Été,Midi,UK,Nouveau,Inconnu,Grand,Modéré,United Kingdom,1,2010,11,United States,1.0,231.1,115.55,106.0,0.0,0.9230769230769231
3,539.0,14.97222222222222,4.938802695339434,6.64,26.4,333,9.25,1,24,105,4,12,8,0.0,1.7714285714285714,33,11.0,1,0,0,0.0,36,3,12.0,,2.0,1.0,Inconnu,High,Été,Midi,Europe continentale,Jeune,Inconnu,Moyen,Explorateur,Germany,0,2011,7,United States,1.0,8.421875,134.75,0.65625,0.0,0.8918918918918919
6,879.03,19.10934782608696,14.875793372257707,-15.0,59.400000000000006,337,7.326086956521739,-12,24,105,4,14,8,0.0,2.2222222222222223,28,4.666666666666667,1,6,0,0.1304347826086956,46,6,7.666666666666667,25.0,2.0,5.0,25-34,High,Été,Après-midi,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2011,7,Italy,1.0,8.534271844660195,125.57571428571428,0.02912621359223301,0.1276595744680851,0.5957446808510638
1,748.87,17.830238095238094,5.598689083537602,12.6,34.68,455,10.833333333333334,3,24,105,4,14,8,0.0,0.0,41,41.0,1,0,0,0.0,42,1,42.0,38.0,3.0,5.0,35-44,High,Été,Après-midi,UK,Nouveau,Inconnu,Moyen,Explorateur,United Kingdom,1,2011,1,United States,1.0,748.87,374.435,105.0,0.0,0.9534883720930233
2,263.21,13.1605,5.372805280200222,5.04,23.4,192,9.6,1,25,105,4,15,10,0.0,2.210526315789474,19,9.5,1,0,0,0.0,20,2,10.0,,2.0,2.0,Inconnu,Medium,Automne,Après-midi,Europe continentale,Jeune,Inconnu,Moyen,Modéré,Germany,0,2011,5,United States,1.0,6.1211627906976736,87.73666666666666,1.4651162790697674,0.0,0.9047619047619048
8,3286.91,43.24881578947368,42.56571878768502,-37.5,180.0,1264,16.63157894736842,-30,96,105,6,15,10,0.4736842105263157,1.2533333333333334,42,5.25,1,3,0,0.0394736842105263,76,8,9.5,21.0,1.0,3.0,18-24,VIP,Automne,Après-midi,UK,Jeune,Semaine,Grand,Explorateur,United Kingdom,0,2011,10,Ireland,1.0,33.53989795918367,365.2122222222222,0.08163265306122448,0.03896103896103896,0.5454545454545454
1,162.29000000000002,3.312040816326531,3.7817808743543897,0.39,20.4,232,4.73469387755102,1,25,104,6,11,8,1.0,0.0,47,47.0,1,0,0,0.0,49,1,49.0,42.0,1.0,2.0,35-44,Medium,Été,Matin,UK,Nouveau,Weekend,Petit,Explorateur,United Kingdom,1,2011,7,United States,1.0,162.29000000000002,81.14500000000001,104.0,0.0,0.94
1,178.7,19.855555555555554,8.121708735098654,8.25,30.0,70,7.777777777777778,3,24,103,6,15,8,1.0,0.0,9,9.0,1,0,0,0.0,9,1,9.0,32.0,2.0,,25-34,Medium,Été,Après-midi,UK,Nouveau,Weekend,Moyen,Modéré,United Kingdom,1,2011,7,Mexico,1.0,178.7,89.35,103.0,0.0,0.9
3,721.95,10.027083333333334,6.181097818873187,-3.75,25.200000000000003,549,7.625,-1,36,103,6,16,8,0.6944444444444444,1.380281690140845,66,22.0,1,1,0,0.0138888888888888,72,3,24.0,,3.0,3.0,Inconnu,High,Été,Après-midi,UK,Jeune,Weekend,Moyen,Explorateur,United Kingdom,0,2011,2,,,7.2195,180.4875,0.04,0.0136986301369863,0.9041095890410958
34,57120.91,11.139023010920438,62.83985969907376,-1100.44,1599.26,16335,3.185452418096724,-1,108,102,0,15,11,0.0,0.0175541252194265,1131,32.97058823529412,1,17,0,0.0033151326053042,5128,34,150.8235294117647,62.0,1.0,5.0,55-64,VIP,Automne,Après-midi,UK,Jeune,Inconnu,Petit,Explorateur,United Kingdom,0,2011,5,United States,1.0,582.8664285714286,1632.026,0.04081632653061224,0.003314486254630532,0.21856112302593098
3,594.1600000000001,16.976000000000003,10.342723273194656,-3.75,59.400000000000006,380,10.857142857142858,-1,25,102,2,10,11,0.0,2.0588235294117645,33,11.0,1,1,0,0.0285714285714285,35,3,11.666666666666666,,2.0,2.0,Inconnu,High,Automne,Matin,UK,Jeune,Inconnu,Moyen,Explorateur,United Kingdom,0,2010,11,,,8.368450704225353,148.54000000000002,0.43661971830985913,0.027777777777777776,0.9166666666666666
1,125.92,62.96,32.470343392086264,40.0,85.92,49,24.5,1,48,102,1,12,8,0.0,0.0,2,2.0,1,0,0,0.0,2,1,2.0,29.0,3.0,1.0,25-34,Medium,Été,Midi,Europe centrale,Nouveau,Inconnu,Grand,Spécialisé,Poland,1,2011,9,United States,1.0,125.92,62.96,102.0,0.0,0.6666666666666666
1,230.53,5.122888888888889,4.406115389805722,1.25,16.95,126,2.8,1,25,101,1,14,8,0.0,0.0,43,43.0,1,0,0,0.0,45,1,45.0,49.0,0.0,1.0,45-54,Medium,Été,Après-midi,UK,Nouveau,Inconnu,Petit,Explorateur,United Kingdom,1,2011,8,United States,1.0,230.53,115.265,101.0,0.0,0.9347826086956522
